Transaction_Amount,Transaction_Hour,Account_Age_Days,Previous_Transactions,Failed_Transactions,Device_Trust_Score,Location_Change,International_Transaction,Transaction_Frequency,Fraud
41.9,16,2862,279,4,48.57,0,0,4,0
81.55,11,2555,459,3,1.2,0,0,3,0
88.53,22,951,33,2,11.09,0,0,5,0
51.47,18,537,276,2,69.92,0,1,3,0
119.9,5,2455,153,1,6.37,0,1,1,0
41.48,6,1784,90,1,86.6,0,0,5,0
159.38,0,1431,104,1,31.13,0,0,4,0
17.36,0,1679,436,6,8.87,0,0,5,0
75.67,4,1560,12,0,75.98,0,0,5,0
463.56,5,445,160,3,52.44,0,0,1,0
24.52,15,849,417,4,30.66,0,0,2,0
33.86,15,369,458,3,40.61,0,0,5,0
111.49,13,1162,196,3,2.14,0,0,3,0
79.8,0,873,399,0,66.27,1,0,6,0
94.69,12,2691,307,0,36.58,0,1,5,0
108.76,19,1660,262,2,71.4,0,1,6,0
125.8,9,1742,91,2,62.82,0,1,7,0
202.29,23,1255,197,0,65.13,0,1,9,0
100.47,9,2271,69,1,79.29,0,0,4,0
52.39,8,925,466,0,63.12,0,0,6,0
130.66,12,2649,220,6,41.87,0,0,9,0
445.81,2,1808,419,2,38.99,0,1,7,0
58.4,17,2192,379,5,11.96,0,1,1,0
25.17,19,2811,214,4,77.94,0,0,2,0
201.76,1,395,418,1,76.11,0,0,5,1
59.12,16,1336,447,4,24.63,0,0,4,1
7.59,18,1815,452,4,86.27,0,0,7,0
155.62,22,1595,146,2,58.9,0,1,5,0
39.04,12,1222,233,1,47.87,0,1,5,0
60.91,12,1559,371,2,1.75,0,0,7,1
92.94,0,398,410,2,38.27,0,0,3,0
80.68,1,2801,234,2,64.07,0,0,6,0
135.57,0,713,214,4,8.97,0,1,6,0
43.14,23,2982,367,0,45.96,0,1,11,0
111.4,4,1748,481,1,99.34,0,0,5,0
51.44,23,2830,61,1,71.65,0,0,9,0
139.6,2,873,363,2,54.69,0,0,9,0
123.39,6,1069,78,3,53.3,0,0,10,0
26.17,23,88,95,0,4.38,0,1,7,0
197.55,21,1308,330,1,95.73,0,0,7,0
39.02,12,1311,499,1,92.82,0,0,4,0
149.61,22,683,216,0,68.24,0,0,4,1
96.28,17,2369,213,1,9.9,0,0,3,0
419.13,23,213,304,2,20.78,0,0,4,0
53.33,20,994,200,1,18.39,0,0,5,1
47.03,6,1985,352,2,51.96,0,1,7,0
65.4,0,26,31,3,20.78,1,0,5,0
49.25,4,485,290,3,69.58,0,0,3,0
148.4,16,1026,343,2,54.52,0,0,4,0
13.25,7,219,473,2,1.77,1,0,7,0
23.25,14,508,135,0,74.41,0,0,7,0
22.92,19,438,83,1,18.88,0,0,6,1
172.48,3,1339,391,1,82.49,0,1,2,0
368.93,1,2115,47,2,35.5,0,1,7,0
60.07,4,1563,392,6,33.86,0,0,6,0
56.33,0,1241,206,1,1.18,0,1,4,0
71.53,4,1544,385,1,98.77,0,0,4,0
213.12,5,1877,381,3,61.2,0,1,5,0
26.38,1,2579,77,4,42.27,0,0,6,0
84.64,0,2638,259,1,9.66,0,0,4,1
176.83,3,1886,437,2,69.91,0,0,7,0
110.07,6,908,92,2,28.27,0,0,7,0
80.61,21,1116,422,1,98.83,0,0,3,0
181.46,0,2678,435,1,95.05,0,0,6,0
4.47,0,1077,399,0,73.53,0,0,4,0
131.35,7,1516,100,1,97.11,1,0,7,0
34.67,19,2967,383,2,10.56,0,0,3,0
10.69,15,1677,195,3,27.99,1,0,2,0
111.19,20,502,192,2,25.32,0,1,4,0
263.4,12,2556,68,5,7.2,0,0,8,0
58.12,22,614,389,1,97.22,1,1,6,0
172.93,23,957,242,1,6.0,0,0,4,0
334.38,22,303,90,1,85.67,0,0,6,0
248.37,17,1181,345,3,76.82,0,0,3,0
343.77,19,2028,10,2,37.59,0,0,4,0
140.07,9,181,264,0,1.88,1,0,5,1
71.91,11,1596,268,2,0.61,0,0,4,0
13.44,0,540,320,2,20.4,0,0,4,0
52.14,9,1153,118,1,49.39,0,1,12,0
28.7,8,1869,250,0,45.79,0,1,5,0
584.61,2,1770,59,1,58.53,0,0,4,0
55.93,18,2123,195,3,77.2,0,0,3,0
75.43,8,2198,475,1,37.74,1,1,10,0
115.76,9,2503,50,5,16.04,0,1,4,0
69.66,18,198,407,2,80.0,0,1,6,1
363.24,15,167,296,3,33.27,0,0,6,1
35.78,23,2727,378,2,28.69,0,0,1,0
81.01,17,1980,97,0,76.43,0,1,5,0
31.74,13,255,462,1,93.41,0,0,5,0
17.81,2,2913,127,1,91.5,1,0,8,0
36.17,1,2805,246,3,13.74,0,0,5,0
64.26,0,2387,87,4,50.32,0,0,7,0
43.41,17,2569,479,2,9.29,0,0,3,0
33.37,23,859,77,3,96.1,0,1,4,0
16.34,8,1820,377,0,21.52,1,0,5,0
61.37,12,1104,204,0,19.74,1,0,5,0
14.81,1,1346,483,1,88.89,0,0,8,0
142.6,6,2136,146,2,96.79,0,1,8,0
72.42,15,178,149,2,69.76,0,0,3,0
15.52,20,2867,493,2,12.1,0,0,3,0
48.95,18,2237,111,2,48.59,0,0,6,0
31.43,14,1661,490,0,81.66,0,1,6,0
91.76,21,2317,129,2,57.25,1,0,4,0
254.79,10,1519,253,1,13.26,0,1,2,0
10.22,0,1805,166,0,17.19,1,0,8,0
74.82,20,2354,297,1,86.41,0,0,6,0
56.82,6,629,426,1,52.7,0,0,3,0
130.5,19,2912,495,0,70.58,0,0,3,0
82.53,7,2417,137,2,37.31,0,0,6,0
31.44,9,2174,279,2,53.25,0,0,2,0
48.47,4,366,334,2,97.71,1,0,11,0
30.08,8,2496,11,2,32.97,0,0,5,0
195.59,0,1687,71,0,67.48,0,1,7,0
68.12,1,1221,159,3,17.25,1,1,7,0
446.39,18,1314,216,0,12.17,0,0,4,0
62.76,13,1544,26,2,78.36,0,1,2,0
32.84,19,1499,286,0,84.41,0,0,5,0
14.68,9,1973,162,4,66.83,0,0,3,0
10.99,8,1371,430,0,15.82,0,0,3,0
13.68,9,2579,102,5,24.06,0,0,7,0
87.11,5,208,69,4,91.12,0,0,9,0
110.91,16,1797,133,0,28.87,0,1,2,0
13.72,5,1083,189,0,81.89,0,1,4,0
163.21,3,1175,211,2,28.59,0,0,5,0
41.14,19,1816,243,3,93.95,0,0,3,0
77.23,2,1547,166,1,91.45,0,0,7,0
334.36,22,2727,412,1,4.33,1,1,8,1
163.5,18,40,410,2,77.04,0,0,4,1
50.98,17,2390,61,4,16.95,0,0,2,0
27.35,23,669,362,1,21.53,0,1,9,0
7.75,3,2234,279,1,45.98,0,1,2,0
32.49,7,2427,430,0,57.63,0,0,5,0
53.99,16,556,113,1,32.58,0,0,2,0
24.85,4,2592,30,0,57.54,1,0,9,0
58.48,12,1139,323,1,17.07,0,1,3,0
72.01,0,2154,476,2,2.23,0,0,4,0
53.26,12,2287,161,3,57.12,1,1,5,1
34.81,3,2284,234,1,51.74,0,0,4,0
78.94,21,380,387,4,68.97,0,0,9,0
103.75,23,1133,453,3,64.98,0,0,4,0
22.41,13,1478,377,2,89.75,0,0,7,0
273.4,2,1501,339,1,45.95,0,0,4,0
60.43,4,2112,170,3,0.84,0,0,1,0
67.96,6,2481,318,3,63.07,0,1,4,0
135.4,0,2372,186,2,67.51,0,0,5,0
84.2,22,1161,57,1,52.15,0,0,4,0
172.97,11,2089,240,2,68.93,0,0,6,0
88.87,10,102,257,2,32.36,0,0,5,0
36.15,23,2576,358,4,14.88,1,1,4,0
95.73,7,1291,201,1,66.46,0,0,9,1
21.25,5,2910,444,0,24.52,0,0,2,0
74.33,21,1935,325,7,45.63,0,0,5,0
64.51,1,1253,315,1,49.16,0,0,7,0
54.16,18,2809,302,2,47.72,0,0,4,0
58.64,19,1581,106,1,59.84,0,1,6,0
10.16,19,425,290,7,2.95,0,0,9,1
38.52,23,2614,101,1,98.97,1,0,8,0
73.17,13,2423,97,4,71.63,0,0,1,0
78.25,0,1554,153,0,42.54,0,0,4,0
23.86,9,2656,426,1,19.13,0,0,7,1
236.44,15,2388,29,3,8.02,0,0,8,0
28.05,3,698,153,5,67.22,1,0,5,0
175.82,10,1675,438,3,31.7,0,1,8,0
102.23,15,2068,379,1,22.95,0,1,4,0
34.94,19,2875,73,1,38.0,0,0,8,0
393.59,0,1540,254,3,59.29,1,0,3,0
20.21,15,428,451,1,67.17,0,1,3,0
167.19,18,1155,399,3,64.52,0,0,2,0
181.38,20,920,4,2,86.33,0,1,6,0
34.1,21,1364,237,0,21.88,0,0,4,0
268.4,8,1576,38,0,63.67,0,0,14,0
51.93,8,2405,20,2,10.11,0,0,4,0
89.01,8,421,113,3,54.79,0,0,7,0
86.52,16,1257,23,1,58.4,1,0,8,0
58.31,11,162,421,2,21.62,0,0,4,0
150.03,12,1245,446,1,39.17,0,0,7,0
147.45,7,101,367,1,82.72,0,0,4,0
11.61,15,340,136,1,14.84,1,0,3,0
245.76,17,1674,421,3,43.45,0,0,2,1
12.65,0,964,248,1,93.27,0,0,5,0
187.27,0,2611,301,4,50.41,1,0,8,0
205.76,11,2987,97,3,72.51,1,0,3,0
22.4,5,1261,33,4,82.69,0,0,2,0
44.22,8,203,135,2,20.38,1,0,9,0
22.07,22,539,255,1,21.82,0,1,2,0
53.79,4,2902,278,1,75.86,0,0,4,0
49.01,15,1276,133,2,75.33,0,0,7,0
145.43,17,1483,238,2,6.02,0,0,6,0
247.23,16,648,15,2,32.25,0,0,5,0
269.26,17,1620,277,4,39.85,0,0,4,0
38.01,0,1607,126,1,82.9,0,0,5,0
54.1,18,2535,345,2,42.19,0,0,5,0
12.39,21,2537,17,1,92.59,0,0,8,0
29.79,7,2345,312,1,99.66,0,0,3,0
175.01,2,707,50,3,78.07,1,0,3,0
335.49,4,2055,135,1,66.64,0,0,2,0
19.41,22,1711,118,4,39.19,0,0,3,0
36.88,7,2752,378,2,6.7,0,0,9,0
64.95,18,549,306,0,57.31,1,0,6,0
88.25,17,339,60,5,36.17,0,0,2,0
29.68,17,479,125,3,35.09,1,0,5,0
101.91,20,2906,467,2,68.77,0,0,5,0
41.52,0,543,116,0,46.36,0,1,6,0
65.73,14,1972,391,0,75.21,0,0,6,1
115.16,17,476,424,4,39.82,0,0,7,0
67.12,6,2477,173,1,15.09,0,0,2,0
43.1,15,771,187,1,46.13,0,0,1,0
59.76,15,1015,498,1,95.1,0,1,2,0
61.05,14,900,88,4,80.15,0,1,4,0
46.06,5,2365,203,1,20.57,0,0,7,0
51.48,8,1965,361,6,39.13,0,0,6,1
329.85,6,2981,311,3,92.78,0,0,6,0
116.85,13,2391,320,0,12.37,0,1,8,0
49.63,10,963,449,1,25.4,0,1,5,0
133.88,20,1453,182,3,26.22,0,0,7,0
47.76,15,1682,352,2,57.09,0,0,7,0
215.54,5,2846,168,2,41.07,0,0,5,0
96.51,21,841,181,2,7.99,0,0,5,0
59.9,15,853,300,1,62.92,0,0,7,0
104.35,19,2307,447,1,9.91,0,0,10,0
13.86,15,1329,130,2,60.64,0,0,6,0
21.61,11,193,463,1,50.7,0,1,1,0
20.21,16,1293,149,2,49.37,0,1,5,0
76.93,4,2856,472,2,6.75,0,0,6,0
377.1,12,1700,306,2,63.92,1,0,5,1
620.98,7,2243,209,2,43.13,0,0,2,0
126.22,23,1442,111,3,41.11,1,0,5,1
110.04,4,2895,436,1,59.65,0,0,6,0
11.01,11,1806,137,6,60.62,0,0,7,0
38.76,8,636,355,2,1.5,0,1,3,0
30.33,2,2916,404,1,12.52,1,0,5,0
35.84,2,2065,211,0,23.65,0,0,5,0
56.37,0,792,146,2,67.8,0,0,3,0
41.59,21,1517,84,1,57.67,0,0,3,0
9.21,17,1794,30,1,75.76,0,0,1,0
140.88,23,784,488,1,74.06,0,0,4,0
22.81,11,1769,65,1,85.32,1,0,5,0
84.71,8,1873,24,2,37.68,0,0,8,1
530.64,8,1016,472,0,34.51,0,0,4,0
26.59,17,686,431,1,83.1,0,0,7,0
5.31,17,1840,211,3,23.76,1,0,3,0
50.1,6,220,222,1,46.12,0,0,6,0
200.53,3,1346,90,2,19.43,1,0,4,0
472.65,12,1637,106,1,91.38,0,0,7,1
19.5,16,1370,172,0,40.78,0,0,2,0
109.58,23,499,230,3,21.25,0,0,6,0
41.88,1,1436,413,1,69.2,1,0,6,0
59.98,13,2696,77,7,24.46,0,0,4,1
938.56,2,200,68,3,94.35,0,0,7,0
14.84,4,2728,365,0,36.76,0,0,8,0
85.95,13,852,401,3,66.46,0,0,4,0
106.45,2,344,353,3,34.52,0,1,9,0
197.51,22,1652,389,3,80.72,0,0,3,0
73.55,6,1120,92,0,89.69,0,1,6,0
90.74,17,588,88,0,78.79,0,0,4,0
45.08,12,71,465,1,84.85,0,0,1,0
87.28,22,396,50,2,10.19,0,1,6,0
47.31,21,1179,103,1,92.41,0,1,6,0
124.16,9,2210,368,7,62.43,0,0,4,0
46.08,12,628,424,1,86.92,0,0,8,0
97.23,15,1693,492,0,68.44,0,0,4,0
64.76,8,2755,46,2,20.18,0,1,7,0
205.62,1,1887,179,3,60.96,0,0,7,0
63.35,22,2235,267,3,9.09,0,0,4,0
11.32,4,2904,268,2,69.57,0,0,7,0
235.55,21,496,397,2,40.9,0,0,2,0
26.96,16,1287,320,1,15.17,0,0,9,0
34.68,22,2557,8,1,97.92,1,0,5,0
36.76,21,550,449,2,90.11,0,0,9,0
263.6,3,1545,265,1,89.35,0,0,10,0
7.88,16,2070,476,1,78.88,0,1,4,0
1537.25,8,160,386,3,69.2,0,0,9,0
191.72,19,1083,78,2,65.51,0,0,5,0
83.37,1,1248,397,2,10.61,0,0,3,0
63.12,23,1000,240,1,90.06,0,0,3,0
88.73,17,2701,258,2,88.11,0,1,6,0
112.29,20,381,196,3,74.79,1,0,3,1
127.13,21,1146,460,1,92.73,0,0,7,0
116.23,10,2309,432,3,55.31,0,0,3,0
72.94,12,2110,330,3,44.76,0,0,6,1
54.74,7,1163,131,2,96.79,0,0,2,0
57.32,0,202,452,3,46.41,0,1,5,0
54.88,16,2648,390,6,64.13,0,0,5,0
207.22,11,1090,343,3,37.31,0,0,4,0
120.73,3,2154,261,1,63.63,0,0,8,0
3.52,20,207,242,2,72.01,0,0,7,0
128.5,12,2204,387,2,62.47,0,1,4,0
81.02,8,1608,394,2,51.46,0,0,4,0
65.45,6,1610,171,3,30.01,0,0,3,0
45.22,22,2780,147,2,64.38,0,0,4,0
205.23,23,693,270,5,90.84,0,1,3,0
172.01,4,342,149,2,0.69,0,0,2,0
30.79,4,1253,380,0,13.39,0,0,5,0
100.19,16,1431,299,0,11.98,0,1,8,1
25.24,8,1375,28,1,92.32,1,0,7,0
16.78,5,1831,149,3,66.27,1,0,7,0
35.63,18,2569,420,1,95.18,1,1,4,0
157.97,15,2229,280,1,58.28,0,1,3,0
172.97,20,1501,182,2,46.17,0,0,4,0
111.4,1,1781,166,1,79.23,0,0,5,0
137.7,9,2020,17,2,16.09,0,0,2,0
111.74,15,2621,150,3,38.13,0,0,7,0
35.11,4,2569,339,5,46.63,0,0,2,0
102.71,14,1222,45,3,29.85,1,0,6,0
148.47,12,1153,330,1,37.13,0,0,9,0
141.78,12,114,189,3,7.81,0,0,6,0
218.97,12,2731,139,0,19.8,0,0,9,0
135.41,14,816,61,5,33.55,0,0,2,0
94.77,13,1074,294,3,79.59,0,0,4,0
194.45,7,898,322,1,18.25,0,1,4,0
64.94,10,2933,33,3,34.66,1,0,5,0
27.61,17,2734,299,0,6.49,0,0,4,0
56.65,23,330,415,4,55.71,0,0,6,0
31.66,3,2392,112,2,61.13,1,0,5,0
33.95,9,2321,291,0,86.55,0,0,3,0
57.71,0,2922,37,0,81.91,0,0,6,0
30.19,4,1510,431,1,28.54,0,0,5,0
49.01,12,2409,495,1,13.7,0,1,5,0
10.04,0,1578,100,1,15.61,0,0,5,0
82.54,22,1806,23,0,96.9,0,0,3,0
66.77,7,1529,420,2,67.32,0,0,8,0
29.46,2,1928,424,3,4.26,0,0,8,0
128.93,2,1875,487,2,13.68,0,0,4,0
170.3,6,1415,218,1,48.58,0,1,2,0
13.36,3,2733,89,3,20.78,0,0,6,0
31.1,2,1514,209,1,80.37,0,0,7,0
30.9,14,2976,271,5,57.32,0,0,9,1
26.05,7,1969,421,2,61.26,0,0,7,0
152.85,2,14,237,2,46.28,0,0,5,0
54.94,6,2091,388,4,25.61,0,0,7,0
51.19,17,1178,406,1,58.94,0,0,4,0
8.99,10,2408,209,0,71.7,0,0,8,0
125.89,10,2640,278,3,37.09,0,0,6,1
19.31,16,2522,465,1,50.49,0,0,2,0
70.81,5,357,206,1,83.97,0,0,5,0
88.0,7,1775,78,4,14.87,1,0,4,1
259.99,0,134,401,2,54.52,0,0,4,0
18.01,9,1823,328,1,34.84,0,0,5,0
3.26,18,2414,98,3,70.28,1,0,6,0
80.15,2,2584,346,1,1.88,0,0,4,0
403.64,3,507,365,3,67.05,0,0,6,0
230.2,10,1186,350,4,10.29,0,0,4,0
82.24,14,62,470,4,6.48,1,1,4,0
40.79,0,158,336,1,72.46,0,0,8,0
149.47,8,512,94,4,64.03,0,0,4,1
25.19,10,879,80,0,89.49,0,0,4,0
107.38,18,228,38,0,51.97,0,1,5,0
110.55,12,1310,408,0,53.0,0,0,4,0
192.52,15,2509,228,1,70.7,0,0,4,0
1053.28,3,2140,483,4,32.34,0,0,5,0
98.73,0,747,134,1,3.69,0,0,3,0
40.09,19,2584,196,2,23.0,0,0,10,0
65.0,12,2461,466,1,23.8,0,0,5,0
11.37,0,299,390,5,33.57,0,0,7,0
33.29,4,2477,282,1,94.35,0,0,3,0
44.29,4,348,101,1,80.48,0,0,4,0
39.48,13,2834,475,2,93.6,0,0,2,0
77.66,22,2768,425,2,99.86,0,0,10,0
29.3,13,1703,75,2,43.38,0,0,6,0
204.59,7,1878,294,2,22.71,1,0,6,1
66.7,3,996,208,1,56.0,0,0,5,0
66.07,6,968,83,2,88.11,0,0,5,0
48.04,19,1240,427,4,46.57,0,0,9,0
77.88,18,2743,437,4,50.54,0,0,6,0
152.19,14,1298,143,4,13.44,0,0,2,0
28.02,21,2016,474,4,42.05,0,0,2,0
34.53,3,382,56,1,38.7,0,0,5,1
49.22,18,1521,361,6,35.17,0,1,6,0
17.36,8,540,440,4,88.73,1,0,7,0
29.39,20,933,287,2,5.93,0,1,5,0
41.42,12,32,211,1,97.21,0,0,6,1
159.87,13,2161,441,1,0.82,1,0,10,1
86.71,22,250,179,2,94.56,0,0,6,0
80.93,13,1014,408,4,54.8,0,0,5,1
156.16,21,2960,58,2,70.24,0,1,4,0
58.13,9,1906,73,1,18.71,0,0,3,0
98.54,15,1175,215,4,65.42,0,0,4,0
60.15,4,823,388,1,88.2,0,0,1,0
86.95,22,664,266,3,13.95,0,0,7,0
37.23,5,792,447,6,12.71,0,0,5,0
5.82,1,2364,73,0,30.4,0,0,6,0
58.31,12,17,467,3,16.17,0,1,2,0
276.65,12,1724,271,3,11.06,0,0,3,0
168.38,18,584,499,2,67.83,0,0,4,0
175.11,17,921,354,0,21.38,0,0,4,0
229.55,18,527,234,4,66.7,0,0,3,0
72.87,0,1551,319,6,86.19,0,1,4,0
81.23,7,492,19,3,65.2,0,0,3,0
35.96,21,2264,113,3,11.94,0,0,3,0
48.61,15,2726,63,1,57.36,0,0,3,0
123.44,1,588,372,1,39.36,0,0,7,0
222.27,7,396,184,2,34.34,0,0,8,0
58.01,5,421,277,2,31.85,0,0,7,0
42.51,15,1875,162,2,92.94,1,0,4,0
66.72,22,1403,243,2,74.25,0,0,4,0
121.66,10,1386,145,2,13.38,0,1,6,1
15.74,16,1977,146,4,47.6,0,0,7,1
6.71,22,1369,81,2,31.82,0,0,4,0
38.45,18,2948,322,0,97.79,0,0,3,0
19.67,10,915,435,2,97.8,0,0,6,0
40.12,7,1322,321,2,31.95,0,0,1,0
57.53,21,972,43,3,35.21,1,0,6,0
42.38,3,974,313,2,59.94,0,0,10,0
284.99,10,2197,394,3,47.93,0,0,2,0
92.46,7,1986,293,2,21.31,0,0,7,0
90.06,8,2357,176,4,66.04,0,0,9,0
124.24,1,1046,376,1,33.41,0,0,8,0
21.35,15,673,69,1,65.37,1,0,4,0
188.5,5,834,56,1,38.37,0,0,6,0
61.82,20,1897,119,1,70.02,1,0,5,0
130.38,20,2457,204,2,66.78,0,1,4,0
22.83,18,1001,420,3,50.88,0,1,6,0
14.1,7,1142,415,7,70.47,0,0,6,0
151.09,13,2206,55,3,46.1,0,1,5,0
97.16,23,1749,38,2,11.61,0,0,10,0
27.06,15,2364,243,2,18.21,0,0,4,0
27.95,11,1093,201,2,24.6,0,0,9,0
205.5,4,444,236,1,6.32,0,0,5,0
20.3,23,30,474,1,71.14,0,0,5,0
344.7,23,2932,15,3,36.74,0,0,7,0
27.1,18,2439,144,3,9.35,0,0,6,0
126.27,17,2302,77,3,82.0,0,0,5,0
48.01,8,1935,473,2,68.37,0,0,3,0
121.9,1,1482,478,4,45.22,0,0,9,0
38.7,19,1109,309,2,24.74,0,0,6,0
56.67,11,2755,440,2,15.17,1,0,1,0
69.47,1,2647,263,2,45.84,1,0,5,0
24.48,9,399,185,1,88.52,0,1,3,0
139.89,0,2625,55,2,18.84,0,0,5,0
39.92,3,1364,308,0,56.87,0,0,3,0
53.06,11,2316,4,3,96.17,1,0,3,0
24.67,8,435,299,3,63.71,0,0,3,0
5.14,3,1735,40,3,44.0,1,0,3,0
55.09,8,1039,230,3,71.64,1,0,4,0
744.43,5,15,377,1,82.46,0,0,1,0
146.15,0,200,286,1,59.05,0,0,0,0
65.41,9,157,138,2,87.18,0,0,2,0
51.27,13,414,478,2,51.46,0,0,4,0
68.2,21,267,103,0,83.0,0,0,6,0
115.25,17,2787,7,0,95.2,0,0,4,0
20.47,5,2147,164,0,50.12,0,0,6,0
203.23,17,833,419,2,60.5,0,0,2,0
136.37,19,19,472,1,60.95,0,0,3,0
136.75,15,1120,423,3,78.14,1,1,5,1
103.39,14,847,420,1,82.3,0,1,4,0
68.01,15,997,365,2,2.72,0,0,4,0
130.69,7,634,276,3,73.34,0,1,7,0
120.52,12,39,49,1,78.38,0,0,4,0
46.8,22,2185,96,4,70.04,0,0,6,0
37.58,10,2478,59,1,71.37,0,0,2,0
73.84,6,1088,231,2,4.14,0,0,9,0
313.88,16,2362,177,1,44.2,0,0,3,0
19.32,17,555,90,4,81.82,0,0,6,0
15.37,21,1138,282,4,93.4,0,1,6,0
78.63,22,1205,36,0,22.95,0,0,4,0
70.17,18,1532,171,3,57.92,0,0,6,1
79.31,12,2079,126,1,80.43,0,0,6,0
85.11,14,2448,483,2,75.24,0,0,7,0
53.35,22,626,299,0,61.89,0,0,8,0
295.85,21,158,355,2,1.87,0,0,2,0
13.45,21,1821,204,3,72.39,0,1,5,0
29.12,0,2356,289,0,77.32,0,1,4,0
60.14,15,181,356,4,72.28,0,0,5,0
12.89,4,56,462,0,76.58,1,1,7,0
55.93,2,635,97,6,43.09,1,0,3,0
351.24,22,1820,238,4,99.38,0,0,8,0
68.09,9,2264,173,7,77.08,0,0,7,0
83.99,18,462,301,0,57.87,0,0,3,0
18.91,4,1428,88,2,93.42,1,0,2,0
36.0,6,2982,399,0,90.82,0,0,9,0
45.82,13,763,351,1,81.46,1,0,6,0
48.53,2,2765,17,2,56.37,0,0,2,0
240.24,12,1018,140,2,52.71,0,0,6,0
116.48,12,2733,254,2,32.87,0,0,7,0
21.95,9,2912,278,1,25.09,0,0,5,0
85.33,1,2840,151,4,51.24,0,0,8,0
109.75,5,1143,346,2,57.78,1,0,4,0
208.54,7,2741,334,3,24.45,0,0,7,0
323.93,3,2921,140,2,92.26,0,0,2,0
24.17,11,1235,114,3,55.73,0,0,5,0
29.64,14,177,68,1,52.65,0,0,2,0
18.96,7,95,366,2,43.56,0,0,4,0
52.77,6,1687,179,5,5.81,0,0,11,1
106.31,13,1992,125,3,88.24,0,0,4,0
178.99,22,858,397,2,31.7,0,0,6,1
61.81,18,1496,313,0,64.25,0,0,7,0
48.43,13,451,311,1,60.74,1,0,5,0
77.61,21,280,338,2,58.45,0,1,4,0
28.93,12,1610,363,4,52.57,0,0,7,0
538.9,20,353,412,1,18.14,0,0,6,0
13.36,0,1216,358,5,28.06,0,0,8,0
80.22,18,2560,233,3,52.42,0,1,5,0
504.52,0,2551,428,2,78.93,0,0,4,0
67.14,3,1267,147,5,43.2,0,0,4,0
55.14,9,2301,430,3,20.39,0,0,6,0
46.64,2,1542,111,1,8.79,0,0,6,0
55.68,19,276,363,2,66.3,0,0,11,0
263.18,8,1663,358,3,42.33,0,0,5,0
7.3,2,902,238,0,12.54,0,0,3,0
309.03,5,2258,3,2,67.45,0,0,6,0
16.06,5,248,211,3,20.76,0,0,9,1
51.08,22,924,404,2,50.9,0,0,2,0
43.41,11,1448,25,0,30.62,0,0,4,0
120.13,22,2541,331,1,93.17,0,0,2,0
13.49,0,1470,184,1,22.83,0,1,3,0
105.87,15,2303,465,2,41.99,0,0,5,0
504.87,23,1891,61,2,95.95,0,1,2,0
17.06,4,2209,123,3,31.87,0,0,6,0
80.62,8,1425,497,4,64.46,0,0,5,0
34.4,9,2268,55,2,31.67,0,0,5,0
102.09,12,376,163,0,11.07,1,0,2,0
67.98,14,1603,462,0,62.75,0,0,5,0
35.11,11,95,187,3,91.6,0,0,5,0
108.62,4,1746,39,2,45.26,0,0,7,0
405.19,4,1667,185,1,62.62,0,0,5,0
55.1,17,2051,83,5,60.89,0,0,4,0
136.97,11,2503,195,1,41.51,0,1,3,0
18.3,2,629,34,3,61.49,0,1,5,0
25.62,6,2361,113,4,25.93,0,0,5,0
106.95,16,141,425,4,37.8,0,0,7,0
294.16,18,913,406,6,44.23,0,0,4,0
95.17,17,997,230,1,86.4,0,0,5,0
48.76,0,1231,283,4,34.83,0,0,4,0
66.64,23,2104,405,4,63.51,0,0,7,0
19.1,4,1773,425,1,21.34,0,0,4,0
122.06,1,2814,287,1,25.26,0,0,7,0
161.15,0,1236,155,3,64.84,0,0,5,0
42.43,6,1294,165,7,76.23,0,0,4,0
41.68,10,699,450,7,46.21,0,0,7,0
87.0,10,1057,182,1,33.51,0,1,3,0
43.09,17,696,239,2,91.03,0,0,0,0
62.42,16,795,137,3,13.58,0,0,8,0
544.42,1,349,339,2,72.07,0,1,5,0
52.09,6,421,426,4,69.02,0,0,4,0
46.6,6,2006,420,3,69.02,0,1,4,0
34.9,9,295,266,0,93.54,0,0,5,0
140.36,21,1119,187,1,72.82,1,0,4,0
55.63,20,859,40,1,30.16,1,0,6,0
34.84,2,439,310,4,35.34,0,0,10,1
249.96,11,1614,493,5,39.11,0,1,6,0
275.78,2,40,167,2,3.08,0,0,5,1
36.58,10,612,391,2,91.35,1,0,2,0
10.31,11,449,260,6,7.36,0,0,5,0
182.64,3,994,143,2,69.98,0,0,8,0
33.63,15,1382,204,3,73.02,0,0,6,0
147.03,19,1928,176,2,84.37,0,1,4,0
9.3,17,421,262,5,55.34,0,0,6,0
162.81,3,537,252,0,72.53,1,0,7,0
19.86,21,319,329,0,30.27,1,1,6,0
138.49,5,1821,419,0,74.56,1,0,5,0
67.64,20,1371,200,1,34.34,0,0,9,0
25.69,14,2731,199,3,90.28,0,0,4,0
44.39,0,2048,196,1,16.34,0,0,6,0
132.46,2,2494,314,3,31.58,0,0,5,0
74.14,4,713,77,1,49.88,0,0,5,0
119.63,21,672,19,3,77.59,0,0,3,0
481.28,16,374,62,1,74.88,0,0,6,0
13.95,13,932,327,4,21.07,0,0,10,0
336.03,8,2170,394,1,14.42,0,1,6,0
74.02,2,185,281,6,30.4,1,0,5,0
27.15,12,1182,428,6,48.38,0,0,5,0
17.63,2,1211,250,3,53.9,0,0,9,1
55.2,10,945,227,1,42.91,1,0,7,0
167.61,1,391,127,1,66.31,0,0,5,0
