amount,transaction_hour,merchant_risk,customer_age,account_age_days,transactions_last_24h,avg_transaction_amount,failed_transactions,international_transaction,device_risk,previous_fraud,is_fraud
397.97,7,0.193,51,317,4,213.75,2,0,0.487,0,0
208.21,20,0.173,64,1922,5,87.2,1,0,0.511,0,0
45.52,9,0.249,44,1698,6,370.01,1,0,0.417,0,0
54.29,23,0.135,51,2762,6,127.42,0,0,0.477,0,1
310.96,15,0.306,37,1463,4,114.66,0,0,0.1,0,0
327.56,16,0.104,66,1626,5,97.46,1,0,0.204,0,0
22.76,0,0.186,28,1663,3,72.92,1,0,0.626,0,0
146.37,16,0.087,19,3140,3,105.96,1,0,0.107,0,0
148.59,7,0.098,74,1398,3,195.06,1,1,0.382,0,0
65.56,2,0.337,62,2920,4,17.85,1,1,0.125,0,1
198.08,8,0.106,52,1984,3,231.0,1,0,0.091,0,0
288.69,23,0.526,29,1861,5,151.53,0,0,0.435,0,0
338.8,5,0.377,30,472,7,167.19,0,0,0.2,0,0
54.37,10,0.185,50,2535,4,47.18,2,0,0.452,0,0
115.75,22,0.422,20,3022,3,116.13,0,0,0.447,0,0
485.05,7,0.286,56,521,2,72.38,2,0,0.428,0,0
173.59,17,0.337,35,1554,6,89.32,0,0,0.403,0,0
96.6,9,0.521,32,3137,2,271.96,0,0,0.125,0,0
336.95,5,0.083,61,369,6,196.91,0,0,0.23,0,0
643.25,20,0.321,33,577,4,249.09,1,1,0.66,0,1
267.04,9,0.074,60,1113,3,169.11,0,0,0.161,1,0
104.16,22,0.205,26,53,6,52.89,1,0,0.099,0,0
42.3,20,0.224,60,579,4,528.93,1,0,0.418,0,0
148.31,23,0.186,70,159,7,110.84,2,1,0.273,0,1
106.29,15,0.394,70,853,4,75.38,0,0,0.353,0,0
102.22,20,0.315,41,3196,6,209.21,2,0,0.15,0,0
115.87,22,0.374,35,906,6,88.35,1,0,0.107,0,0
152.9,8,0.27,75,3184,3,90.26,1,0,0.155,0,0
408.56,18,0.15,29,293,2,23.49,0,0,0.353,0,1
81.7,18,0.237,24,1386,6,98.54,0,1,0.429,0,0
416.13,15,0.204,56,1134,5,87.95,0,0,0.194,0,0
37.78,20,0.134,35,1932,1,122.3,0,0,0.258,0,0
38.78,2,0.124,40,1564,3,133.85,1,1,0.314,0,0
20.51,17,0.244,56,1820,0,36.62,1,1,0.36,0,0
126.7,11,0.413,43,3369,6,81.89,0,0,0.011,0,0
36.87,20,0.508,24,1843,3,67.61,0,0,0.316,0,0
32.28,14,0.236,19,2725,6,136.55,1,0,0.103,0,0
242.06,19,0.587,36,986,3,59.7,0,0,0.035,0,0
208.1,11,0.215,73,1044,6,177.41,1,0,0.498,0,0
189.9,1,0.2,60,165,5,24.64,0,1,0.471,0,1
487.59,19,0.311,35,2987,3,138.22,0,0,0.083,0,0
356.87,21,0.107,62,645,3,71.34,1,0,0.254,0,0
1198.04,0,0.305,72,173,1,18.63,1,0,0.347,0,0
42.7,10,0.38,33,3096,6,130.97,4,1,0.136,0,1
182.07,20,0.283,22,200,5,60.11,0,0,0.53,0,0
230.74,3,0.076,75,348,4,234.87,0,0,0.32,0,0
102.99,4,0.22,43,2954,1,83.43,0,0,0.699,0,0
380.43,9,0.419,74,1666,2,31.82,1,0,0.317,0,0
79.28,20,0.081,40,2061,9,76.9,1,0,0.177,0,0
288.95,19,0.458,39,708,3,68.69,0,0,0.314,0,0
24.1,5,0.292,29,3073,4,143.95,0,0,0.63,0,1
1027.78,4,0.407,42,645,4,79.13,1,1,0.391,0,0
881.65,23,0.409,43,542,6,47.54,1,0,0.425,0,0
21.07,5,0.151,26,3450,3,28.42,2,1,0.279,0,0
396.5,1,0.073,45,2621,9,123.87,0,0,0.225,1,1
427.7,9,0.18,22,1152,2,119.79,0,0,0.332,0,0
240.03,19,0.289,56,1131,3,111.62,2,1,0.223,1,1
32.53,2,0.347,72,3587,1,131.45,0,0,0.62,0,0
359.69,16,0.293,31,2591,4,64.0,1,0,0.481,0,0
94.61,15,0.03,23,2245,7,564.11,1,1,0.541,0,0
170.56,13,0.264,23,693,0,246.06,0,0,0.44,0,0
38.54,8,0.136,61,3223,3,35.56,1,0,0.267,0,0
211.04,12,0.413,50,53,6,73.88,0,0,0.643,0,0
180.89,15,0.25,32,3540,3,207.51,0,0,0.015,0,0
87.74,10,0.283,20,2665,3,161.37,0,0,0.167,0,0
510.7,8,0.32,38,1875,3,90.26,2,0,0.522,0,0
152.46,5,0.184,67,2355,2,158.06,0,0,0.454,0,0
786.21,16,0.198,75,1676,3,59.45,1,0,0.345,0,0
552.75,17,0.037,29,724,4,223.45,1,0,0.058,0,0
340.91,11,0.324,48,666,4,126.1,0,0,0.195,0,0
472.53,13,0.176,58,2871,3,150.95,0,0,0.189,0,0
363.97,3,0.167,64,1581,1,239.06,0,0,0.247,0,0
80.99,5,0.37,62,2291,4,344.6,0,0,0.471,0,0
58.24,23,0.305,45,3140,4,166.4,1,0,0.181,0,0
415.83,0,0.632,61,2751,5,288.79,0,0,0.279,0,0
108.47,8,0.524,60,392,4,131.94,4,0,0.626,0,0
189.37,5,0.078,20,798,1,179.9,2,0,0.549,0,0
634.36,23,0.211,64,2648,2,46.86,2,0,0.434,0,1
39.63,15,0.139,28,602,2,89.04,2,0,0.144,0,0
302.16,19,0.058,20,309,1,157.76,0,1,0.385,0,0
250.2,10,0.429,65,1046,3,412.96,0,0,0.026,0,0
51.76,22,0.212,71,716,1,82.22,0,1,0.215,1,1
78.43,1,0.663,22,239,1,121.19,0,0,0.262,1,0
75.46,23,0.199,67,1081,2,112.58,2,0,0.227,0,1
91.06,5,0.184,41,680,3,74.79,3,1,0.576,0,1
84.42,19,0.023,47,3144,3,63.0,0,0,0.152,0,0
262.57,19,0.144,62,241,3,192.82,0,0,0.539,0,0
40.72,2,0.481,56,2030,2,333.53,1,1,0.178,0,0
36.62,18,0.114,70,1852,3,885.55,0,0,0.31,0,0
85.9,7,0.394,19,630,4,28.51,1,0,0.436,1,1
157.53,0,0.503,18,1133,2,165.51,0,0,0.265,0,0
49.09,10,0.296,48,159,3,150.58,3,1,0.589,0,1
1252.67,6,0.239,56,2497,5,75.11,0,0,0.472,0,0
77.53,2,0.132,25,2351,5,98.26,0,0,0.56,0,0
606.03,12,0.109,43,1761,5,77.78,1,0,0.228,0,0
66.3,7,0.235,59,530,5,299.99,0,0,0.817,0,0
204.54,12,0.421,64,1105,2,23.0,0,1,0.292,0,0
383.3,17,0.29,48,826,1,330.86,0,0,0.343,0,0
255.52,12,0.15,43,2351,5,81.06,1,0,0.384,0,0
330.43,12,0.138,31,3252,5,48.27,0,0,0.661,0,1
86.11,22,0.215,19,49,4,152.08,0,0,0.453,0,0
252.4,9,0.463,21,1874,4,30.5,1,0,0.087,0,0
573.11,20,0.057,59,1204,7,46.85,2,0,0.534,0,0
116.0,17,0.171,56,475,7,114.37,1,0,0.158,0,0
1920.01,5,0.236,65,1158,4,167.38,2,0,0.12,0,0
892.97,13,0.108,71,2142,4,104.92,1,0,0.196,0,0
148.65,16,0.289,74,1110,6,343.91,1,0,0.607,0,0
189.39,20,0.599,31,3586,6,105.32,0,0,0.312,1,1
31.96,9,0.281,70,3327,3,17.66,0,0,0.42,0,0
65.11,23,0.459,65,2678,3,80.33,1,0,0.301,0,0
136.53,12,0.273,70,2922,6,35.07,0,0,0.223,0,0
43.42,2,0.421,36,786,4,430.6,1,0,0.591,0,0
44.79,11,0.235,71,2929,7,151.01,0,0,0.196,0,0
201.88,22,0.082,51,2857,2,44.89,1,0,0.207,0,0
327.62,15,0.294,55,2721,2,154.06,2,0,0.457,0,0
172.5,16,0.176,58,2399,9,120.56,0,0,0.087,0,0
189.24,18,0.328,62,144,4,95.06,1,0,0.228,0,0
25.99,13,0.19,26,2551,2,74.85,1,1,0.178,0,0
150.53,16,0.18,72,3241,4,63.15,0,0,0.381,0,0
62.78,9,0.212,24,120,5,187.69,0,0,0.639,0,0
394.99,17,0.537,30,2307,2,95.85,2,0,0.494,0,0
126.75,15,0.203,60,126,4,656.5,0,0,0.2,0,0
70.85,7,0.239,45,3348,2,122.71,1,0,0.163,0,0
53.45,13,0.262,20,2652,4,102.05,0,0,0.268,0,0
126.55,9,0.773,27,1322,2,227.8,0,0,0.206,0,1
729.73,14,0.114,39,1342,1,101.1,1,0,0.385,0,1
53.02,10,0.178,29,1348,3,184.41,2,0,0.236,1,1
139.63,16,0.283,37,3506,6,34.31,0,0,0.358,1,0
260.03,16,0.525,20,1421,5,28.9,1,0,0.315,0,0
365.18,15,0.042,43,1352,3,109.16,1,0,0.696,0,1
119.89,3,0.291,33,2213,4,75.98,1,0,0.151,0,1
32.48,17,0.11,75,3352,0,786.24,1,1,0.381,0,0
155.28,0,0.099,38,974,3,84.0,3,0,0.567,0,0
104.44,5,0.298,74,254,6,276.96,0,0,0.354,0,0
35.74,17,0.125,33,164,3,88.0,0,0,0.589,0,0
403.66,20,0.317,61,1494,3,43.45,1,0,0.271,0,0
218.63,15,0.238,68,2554,3,61.0,3,0,0.365,0,0
18.41,16,0.515,65,2158,4,40.54,1,0,0.62,0,0
12.33,23,0.481,20,309,3,290.24,2,0,0.523,0,0
154.56,6,0.37,45,1196,0,191.92,2,0,0.785,0,1
227.76,3,0.206,28,713,2,61.64,0,0,0.317,0,0
182.69,23,0.472,48,693,6,292.65,0,0,0.303,0,0
394.58,16,0.571,24,582,6,598.86,3,0,0.306,0,0
240.78,21,0.063,46,330,3,179.51,1,0,0.308,0,0
126.45,6,0.201,67,1611,5,72.16,0,0,0.465,0,0
183.48,3,0.352,66,656,3,101.53,1,0,0.406,0,0
221.51,7,0.287,67,439,7,68.53,0,1,0.658,0,0
177.28,9,0.616,52,347,2,102.16,0,0,0.484,0,0
42.99,15,0.346,28,1508,1,26.97,0,0,0.397,0,0
98.14,5,0.244,71,584,2,96.51,0,0,0.381,0,0
575.73,3,0.434,42,601,3,429.46,0,0,0.178,0,0
85.15,4,0.293,40,2635,3,114.23,0,0,0.228,0,0
381.92,13,0.454,27,2376,1,73.12,2,1,0.125,0,0
55.12,2,0.366,63,854,3,65.88,1,0,0.237,0,0
383.76,22,0.326,29,3369,2,119.01,0,0,0.266,0,0
647.21,6,0.276,61,1387,2,125.92,0,0,0.345,0,0
951.18,11,0.124,75,721,7,197.26,2,0,0.464,0,0
508.2,22,0.151,18,3426,4,107.39,1,0,0.501,0,0
87.98,22,0.07,73,2086,3,106.88,1,0,0.243,0,0
51.03,2,0.465,22,3014,2,131.08,0,0,0.396,0,0
147.88,19,0.21,43,2336,6,56.34,0,1,0.255,0,0
152.94,22,0.286,40,1356,2,24.3,1,1,0.54,0,0
136.86,3,0.018,43,561,1,226.14,1,0,0.25,0,1
96.62,11,0.097,72,1078,0,66.48,1,0,0.204,0,0
627.63,16,0.437,38,272,3,119.95,1,1,0.442,0,1
295.81,11,0.262,44,2258,4,110.71,0,1,0.341,0,0
133.12,19,0.13,40,2065,2,270.83,0,1,0.516,0,0
100.28,0,0.209,30,172,2,185.02,1,0,0.304,0,0
187.18,21,0.614,21,1487,2,82.89,1,0,0.306,0,1
416.48,1,0.201,23,419,4,73.93,1,0,0.559,0,0
75.41,18,0.275,37,3401,3,80.73,1,1,0.237,0,1
150.33,9,0.303,59,1714,3,145.72,0,1,0.377,0,0
41.93,2,0.286,43,3640,7,123.7,3,0,0.088,0,0
238.69,5,0.134,45,2373,3,48.28,1,0,0.086,0,0
110.58,3,0.179,21,2014,4,75.98,2,0,0.183,0,0
118.08,11,0.387,29,3328,1,37.75,0,0,0.649,0,0
80.44,23,0.088,42,252,4,250.71,1,1,0.191,1,1
41.4,10,0.282,21,3000,5,157.99,1,0,0.331,0,0
70.83,2,0.212,32,3602,5,61.1,2,0,0.355,0,0
54.13,1,0.119,33,1488,4,38.21,0,0,0.502,1,1
100.27,16,0.521,50,827,5,211.2,0,0,0.702,0,0
164.59,13,0.467,53,1624,3,52.1,0,0,0.396,0,0
17.63,11,0.092,67,2126,2,93.63,1,0,0.58,0,0
85.77,19,0.42,40,3196,2,123.33,1,0,0.162,0,0
189.34,15,0.117,18,3164,5,532.24,0,0,0.246,0,0
186.17,6,0.589,57,1222,6,451.51,3,0,0.587,0,0
323.55,20,0.202,63,937,1,113.22,0,1,0.068,0,0
185.03,6,0.599,50,435,6,320.66,2,0,0.482,0,0
71.45,14,0.14,44,1158,4,134.55,0,0,0.118,0,0
28.15,0,0.313,45,2697,4,365.75,1,1,0.533,0,1
115.58,8,0.454,53,2611,3,125.39,1,0,0.652,0,0
67.71,21,0.36,37,148,6,843.08,1,0,0.256,0,0
31.05,13,0.232,61,2273,5,73.88,0,0,0.115,0,0
244.85,11,0.304,21,1984,5,149.43,2,1,0.3,1,1
116.6,0,0.37,45,1579,2,304.79,1,0,0.164,0,0
185.91,20,0.146,61,909,3,241.59,0,1,0.094,0,0
448.33,6,0.233,39,1801,3,61.21,0,0,0.083,0,0
183.33,14,0.055,39,329,3,94.09,0,0,0.229,0,0
57.03,6,0.349,32,3440,7,142.39,2,0,0.754,0,1
158.78,14,0.275,30,3557,3,157.53,1,0,0.298,0,0
169.52,23,0.631,40,2722,2,69.21,0,1,0.347,0,1
506.57,18,0.296,63,2439,3,212.79,1,0,0.074,0,0
202.6,1,0.043,49,832,8,54.02,0,0,0.145,0,1
2344.11,3,0.566,24,1663,2,126.21,0,0,0.379,0,1
167.72,10,0.173,75,1859,6,121.38,0,0,0.42,0,1
603.88,19,0.186,69,3007,5,153.56,1,0,0.594,0,0
278.0,14,0.232,41,2372,2,99.64,0,1,0.154,0,0
268.69,3,0.485,59,2616,3,283.74,0,0,0.202,1,1
46.44,14,0.393,58,2014,4,64.95,0,1,0.154,0,0
88.44,7,0.188,33,2607,5,123.75,1,0,0.521,1,0
781.7,22,0.158,47,804,3,77.07,2,0,0.546,0,1
193.4,0,0.458,29,2239,5,148.28,1,0,0.332,0,1
61.44,17,0.228,48,3023,8,308.41,1,0,0.144,0,0
8.68,15,0.341,62,2370,1,79.4,0,1,0.407,0,1
841.29,23,0.367,62,3028,2,150.72,1,0,0.222,0,0
187.5,12,0.345,51,3621,6,135.48,3,0,0.319,0,0
1123.62,23,0.34,58,3389,1,249.33,2,0,0.51,0,0
244.66,20,0.376,52,802,2,126.67,0,0,0.545,0,1
115.91,3,0.535,57,2885,1,54.9,0,0,0.266,0,0
30.02,0,0.242,24,262,3,1227.16,1,0,0.48,0,0
65.82,13,0.206,72,2408,6,283.37,1,0,0.339,0,0
406.32,2,0.159,73,1880,1,73.56,1,0,0.314,0,1
80.68,4,0.178,23,742,2,199.79,2,0,0.318,0,1
25.83,15,0.136,53,3023,3,87.23,2,0,0.033,0,0
87.7,18,0.536,58,2095,4,348.32,2,0,0.099,0,0
74.4,20,0.267,55,258,2,196.31,0,0,0.051,0,0
164.33,6,0.462,56,425,6,62.55,0,0,0.485,0,0
48.44,20,0.431,59,444,5,141.81,0,0,0.21,0,0
107.91,23,0.138,42,2594,3,117.97,0,0,0.171,0,0
326.7,19,0.044,57,2562,3,106.13,0,1,0.487,0,0
110.06,22,0.344,43,2509,3,183.93,0,0,0.164,0,0
111.34,4,0.299,70,1191,6,102.96,1,0,0.236,0,0
149.96,5,0.149,74,951,6,110.39,1,1,0.554,0,1
49.79,7,0.059,19,2474,4,188.48,0,0,0.21,0,0
37.36,2,0.257,27,1610,5,78.77,1,0,0.278,0,0
87.82,22,0.456,41,320,3,70.11,2,1,0.525,0,0
77.43,22,0.216,25,2593,6,82.89,2,0,0.749,0,1
114.57,20,0.455,38,2702,5,167.51,0,0,0.2,0,0
66.5,0,0.294,61,2657,2,58.16,2,0,0.509,0,0
53.84,21,0.295,27,2758,3,123.59,2,0,0.379,0,0
27.43,23,0.111,58,206,5,85.31,0,1,0.274,1,0
433.35,3,0.511,49,1058,0,25.72,0,0,0.141,0,0
663.44,1,0.447,59,488,4,68.39,3,0,0.75,0,1
68.9,16,0.256,41,2014,4,54.38,0,0,0.581,0,0
44.97,16,0.439,41,2411,9,160.57,2,1,0.415,0,0
315.68,15,0.389,60,2592,2,132.41,0,0,0.503,0,0
68.27,23,0.142,39,2296,6,58.58,0,0,0.277,0,0
114.46,21,0.392,47,1475,7,137.78,3,0,0.177,0,0
91.58,20,0.447,40,2704,3,177.58,2,0,0.042,0,0
181.47,16,0.132,34,796,2,65.73,2,0,0.281,0,0
127.71,1,0.816,46,3396,3,36.31,0,0,0.421,0,1
107.02,18,0.398,67,331,5,25.89,0,0,0.397,0,0
137.57,9,0.596,29,615,2,166.92,1,1,0.193,0,0
462.03,17,0.576,54,3014,6,219.95,0,0,0.307,0,0
210.91,13,0.056,44,3599,5,74.02,2,1,0.264,1,1
36.99,13,0.123,67,2746,2,71.53,1,0,0.577,0,0
303.65,5,0.151,59,3331,0,201.97,0,1,0.197,0,0
103.57,21,0.417,69,1946,6,156.72,1,0,0.425,0,1
229.74,8,0.314,66,1239,6,33.61,1,0,0.259,0,0
163.53,19,0.151,55,309,6,461.22,1,0,0.597,0,1
467.99,20,0.115,64,2586,4,98.44,0,0,0.838,0,0
17.59,20,0.414,73,3393,8,79.58,0,0,0.236,0,0
347.55,21,0.171,19,1481,3,254.31,2,1,0.442,0,0
115.93,6,0.281,63,1512,5,38.02,2,0,0.666,1,1
59.0,21,0.502,54,1031,7,143.09,4,0,0.124,1,1
58.74,15,0.104,68,420,6,264.24,1,0,0.118,0,0
21.12,2,0.289,33,3029,5,245.98,3,1,0.11,0,0
25.3,0,0.11,58,2808,2,251.53,0,0,0.347,0,0
100.15,12,0.262,50,3107,4,76.53,1,0,0.145,0,0
54.86,12,0.114,21,92,2,87.04,1,0,0.604,0,0
898.31,3,0.304,55,1630,3,273.18,0,0,0.17,0,0
79.77,2,0.359,68,3388,5,123.74,1,0,0.326,0,1
134.48,4,0.119,43,2209,7,127.08,1,1,0.402,0,0
38.22,14,0.564,36,3482,4,170.47,0,0,0.356,0,1
343.66,15,0.242,24,2066,5,170.79,1,0,0.263,0,0
63.0,16,0.228,20,2173,6,42.55,0,0,0.085,0,0
92.58,16,0.556,25,2387,9,105.09,0,0,0.12,0,0
312.08,1,0.135,53,215,6,75.57,1,0,0.309,0,0
30.12,15,0.321,24,3103,3,180.63,3,0,0.244,0,0
587.4,4,0.302,52,1757,1,248.98,1,0,0.23,0,0
363.35,12,0.071,69,2907,8,100.09,0,0,0.255,0,0
198.18,14,0.111,28,3519,3,85.09,0,0,0.121,0,0
22.65,14,0.253,29,3298,3,344.62,3,0,0.259,0,0
719.18,17,0.153,49,2597,4,95.06,1,0,0.178,0,0
46.12,15,0.254,67,2566,4,124.35,2,0,0.701,0,0
112.99,8,0.047,36,1605,7,127.57,0,0,0.474,0,1
680.64,21,0.295,33,612,5,147.06,1,0,0.164,0,0
31.73,9,0.403,45,3173,2,58.74,0,1,0.146,0,0
316.56,14,0.162,73,1948,2,30.92,1,0,0.803,0,0
117.43,11,0.332,75,726,3,566.36,0,0,0.272,0,0
180.2,14,0.344,46,1665,4,364.21,0,1,0.551,1,1
15.69,21,0.349,48,708,3,47.96,1,1,0.24,1,0
26.06,19,0.353,50,797,6,214.09,1,0,0.613,0,1
511.55,1,0.025,42,234,6,50.82,2,0,0.458,0,1
245.92,16,0.067,23,2804,5,176.49,0,0,0.656,0,0
12.19,9,0.181,70,273,7,75.15,0,0,0.288,0,0
78.47,18,0.427,60,2212,3,54.84,1,0,0.727,0,0
131.36,4,0.392,33,832,4,158.65,0,0,0.23,0,0
54.38,5,0.244,68,2289,3,89.02,0,0,0.303,1,1
226.87,9,0.225,29,3478,3,113.0,0,0,0.249,0,0
137.38,12,0.292,48,3529,4,146.91,0,0,0.256,0,0
191.59,12,0.046,37,370,3,592.95,0,0,0.157,0,0
57.21,18,0.283,37,3460,3,315.98,0,0,0.362,0,0
373.72,21,0.187,35,3571,4,156.81,1,0,0.212,0,0
147.58,15,0.117,30,430,7,392.51,0,0,0.342,0,0
708.69,10,0.022,58,1790,2,384.89,0,0,0.262,0,0
437.05,13,0.342,58,1972,6,194.77,0,0,0.283,0,0
595.98,7,0.207,37,1617,3,111.36,1,0,0.257,0,0
100.72,18,0.407,46,650,7,101.14,2,0,0.346,0,0
63.02,22,0.08,57,302,4,271.4,1,0,0.422,0,0
1280.4,3,0.478,51,1525,2,64.45,1,0,0.595,0,1
32.38,14,0.303,42,393,7,28.7,0,0,0.562,1,0
100.63,22,0.518,18,2649,2,51.11,1,1,0.23,0,0
229.24,2,0.309,25,2120,2,210.95,0,0,0.3,0,0
311.73,9,0.418,32,164,6,178.72,1,0,0.73,0,0
348.62,14,0.201,46,2997,6,285.09,1,0,0.274,0,0
476.45,21,0.535,39,731,3,230.88,0,0,0.414,0,0
67.63,20,0.4,50,883,2,350.48,1,0,0.069,0,0
79.05,9,0.401,35,2336,1,139.33,0,0,0.223,0,0
178.49,3,0.03,20,2973,2,20.87,0,0,0.268,0,0
243.24,13,0.469,60,538,2,208.21,0,0,0.033,0,0
534.67,12,0.316,59,493,4,98.22,0,0,0.415,0,0
348.42,14,0.357,19,901,4,224.25,0,1,0.291,0,1
97.77,20,0.334,73,55,6,158.39,0,0,0.282,0,0
155.33,0,0.184,48,2877,4,88.07,0,1,0.342,0,1
138.1,10,0.452,59,3411,3,352.21,0,1,0.093,0,0
66.74,0,0.399,56,3585,6,142.53,1,0,0.061,0,0
356.54,11,0.27,33,1108,3,56.43,0,0,0.109,0,0
56.07,9,0.444,67,865,5,90.42,0,0,0.135,0,0
1326.71,19,0.115,70,2842,2,28.78,0,0,0.137,0,0
372.07,5,0.434,21,1656,6,105.68,0,1,0.345,1,1
456.74,23,0.169,54,2143,1,267.75,1,1,0.837,0,0
209.36,9,0.327,58,2047,6,118.56,1,0,0.705,1,1
197.51,23,0.244,45,284,5,54.28,0,0,0.349,0,0
108.19,15,0.753,48,2443,4,227.19,1,0,0.367,0,0
140.25,4,0.455,23,3275,8,216.48,1,1,0.379,0,1
152.52,13,0.26,75,415,3,54.23,0,1,0.599,0,0
756.32,4,0.554,53,3335,3,212.46,2,0,0.19,0,1
83.09,5,0.066,34,2925,2,249.9,1,0,0.339,1,0
24.88,6,0.482,22,2429,3,102.25,1,0,0.383,0,0
94.97,19,0.289,47,1460,4,123.55,1,1,0.738,0,1
123.08,16,0.147,55,3046,0,48.1,2,0,0.118,0,0
295.94,23,0.207,54,2562,6,240.1,0,0,0.518,0,0
120.1,10,0.169,35,563,8,74.11,1,0,0.287,0,0
256.5,17,0.315,47,450,2,84.74,0,0,0.538,0,0
182.66,12,0.324,37,581,1,155.54,1,0,0.373,0,0
24.41,18,0.157,62,2700,4,137.04,0,0,0.171,0,0
376.64,13,0.516,39,1466,2,307.97,1,0,0.239,0,1
40.86,8,0.148,46,2369,4,116.3,0,1,0.733,1,1
313.34,18,0.212,53,891,7,224.43,1,0,0.353,0,0
143.51,5,0.245,52,1995,4,107.54,0,0,0.207,0,0
1509.19,17,0.213,20,1464,1,253.47,0,0,0.405,0,0
65.41,20,0.306,72,963,4,274.28,1,1,0.493,0,0
65.96,2,0.361,22,3005,5,97.69,0,1,0.41,0,0
202.68,12,0.278,37,508,2,74.53,0,0,0.333,0,0
198.78,23,0.659,53,3380,6,93.16,1,0,0.126,0,0
55.39,5,0.174,75,907,5,103.39,4,0,0.446,0,0
324.86,17,0.166,38,3537,6,357.9,0,0,0.407,0,1
222.36,9,0.374,64,2203,4,87.18,0,0,0.463,0,0
225.52,7,0.144,68,1647,1,45.81,2,0,0.308,0,0
23.79,15,0.375,75,3492,3,114.56,0,0,0.265,0,0
122.13,16,0.291,21,2917,5,51.5,0,1,0.631,0,0
155.63,19,0.092,55,1971,6,17.63,0,1,0.09,0,1
69.7,13,0.453,28,168,6,196.65,1,0,0.097,0,0
77.48,22,0.321,19,2488,9,434.38,1,0,0.564,1,0
262.59,16,0.282,25,2382,4,76.02,0,0,0.151,0,0
85.1,8,0.072,20,380,2,54.49,1,0,0.331,0,0
242.55,15,0.423,58,3207,4,98.08,0,0,0.473,0,0
251.27,4,0.148,70,2813,3,119.39,0,1,0.448,0,1
461.17,11,0.412,25,2450,5,108.72,1,1,0.316,0,0
18.66,6,0.535,63,1892,5,64.58,1,1,0.305,0,0
97.84,9,0.445,57,3330,7,375.89,1,0,0.111,1,0
115.01,9,0.271,42,2302,7,176.69,1,0,0.838,0,0
18.85,21,0.304,27,2937,3,293.38,0,0,0.357,1,0
226.8,20,0.188,62,2668,5,196.75,2,1,0.159,0,1
61.66,0,0.322,40,2869,3,126.43,0,1,0.228,0,1
166.25,16,0.263,55,2473,4,31.34,2,0,0.059,0,0
96.02,23,0.147,49,402,2,87.82,2,0,0.236,0,1
7.45,20,0.158,51,1503,6,51.58,1,0,0.06,0,0
65.57,5,0.16,51,2984,2,72.21,3,0,0.221,0,0
10.75,7,0.563,65,1561,7,48.83,3,0,0.269,0,0
83.46,18,0.656,26,421,1,178.94,1,0,0.533,0,1
30.85,15,0.233,48,3109,1,68.09,1,0,0.189,0,0
29.49,16,0.216,39,2502,5,102.05,1,0,0.235,0,0
178.13,11,0.129,56,1949,0,100.47,1,1,0.414,0,0
361.88,11,0.103,39,1888,3,39.85,1,0,0.269,0,0
99.72,17,0.365,36,3519,3,991.52,1,0,0.255,0,0
97.16,9,0.107,58,3097,1,62.52,0,0,0.577,0,0
157.28,22,0.388,18,2655,3,69.45,0,0,0.1,0,0
96.28,22,0.258,38,2716,3,201.08,1,0,0.478,0,0
76.84,18,0.29,51,884,6,149.49,1,0,0.258,0,0
51.1,1,0.217,69,1220,3,579.54,0,0,0.314,0,0
708.31,2,0.285,30,893,1,83.58,0,0,0.311,0,0
156.38,22,0.107,64,3051,7,53.22,1,1,0.178,0,0
107.55,10,0.127,75,3193,4,58.69,0,1,0.584,0,0
122.73,9,0.332,55,2193,6,39.09,1,0,0.094,0,1
303.5,19,0.425,42,3470,4,134.14,0,0,0.375,0,0
89.89,3,0.333,40,3426,3,391.8,1,0,0.177,0,0
153.3,15,0.326,35,3054,2,119.3,2,0,0.424,0,0
111.41,13,0.438,75,3030,4,125.47,0,0,0.487,0,0
77.18,20,0.407,73,2164,4,163.09,2,0,0.47,0,0
502.08,9,0.636,27,3505,5,137.55,0,0,0.199,0,0
20.01,10,0.517,34,3074,0,181.88,0,0,0.097,0,0
1088.46,18,0.426,33,3293,3,164.32,0,0,0.208,1,1
33.82,6,0.246,40,2571,5,147.65,0,0,0.124,0,0
270.41,23,0.341,30,3645,4,549.82,1,0,0.327,0,1
124.48,2,0.137,25,2010,1,85.2,1,0,0.223,0,0
145.58,9,0.314,46,1518,1,225.71,0,0,0.257,0,0
765.57,0,0.391,22,2154,3,16.91,1,0,0.417,0,0
20.21,18,0.665,33,465,9,172.64,0,0,0.346,0,0
160.71,19,0.543,68,1955,0,343.49,3,0,0.474,0,0
27.59,9,0.511,49,1397,3,230.71,0,0,0.226,0,0
927.56,3,0.372,66,1166,7,344.54,0,1,0.498,0,1
391.29,10,0.177,37,2547,3,110.4,1,0,0.433,0,0
176.0,12,0.19,26,457,5,402.06,0,0,0.379,0,0
383.92,13,0.411,25,2962,7,341.91,1,0,0.366,0,0
279.76,20,0.489,60,2862,2,186.6,0,0,0.396,1,1
96.73,4,0.206,60,239,2,86.19,0,0,0.407,0,0
384.95,20,0.166,53,785,3,148.29,0,0,0.379,1,0
490.53,15,0.33,20,2506,3,143.24,2,0,0.352,0,0
155.91,16,0.446,72,1472,3,126.73,0,0,0.359,0,0
301.19,17,0.107,45,381,7,78.05,0,1,0.119,0,0
53.78,11,0.07,73,3047,4,227.13,0,0,0.349,0,0
102.37,0,0.122,52,100,2,72.99,2,0,0.31,0,0
222.51,11,0.287,53,2849,5,59.6,0,0,0.179,0,0
