Age,AnnualIncome,Gender,City,DeviceType,Membership,PaymentMethod,TrafficSource,SessionDuration,PagesVisited,PreviousPurchases,CartValue,Purchased
48,1175843,Female,Bengaluru,Mobile,Silver,UPI,Social Media,4.3,15,6,20983.56,1
57,806045,Male,Mumbai,Mobile,Silver,UPI,Email,29.33,10,7,14596.3,1
54,1661235,Male,Mumbai,Mobile,Silver,Net Banking,Referral,32.59,15,2,6295.53,1
53,481207,Male,Chennai,Mobile,Silver,UPI,Social Media,10.98,10,5,16564.71,1
41,1604945,Male,Chennai,Tablet,Silver,Credit Card,Google Ads,20.02,17,14,17776.64,1
48,1607120,Male,Mumbai,Mobile,Gold,Credit Card,Organic,26.97,9,9,366.23,1
23,1571538,Male,Pune,Mobile,Basic,Debit Card,Google Ads,50.16,18,5,11036.34,1
19,446847,Male,Delhi,Mobile,Basic,UPI,Referral,55.84,4,12,21097.22,1
37,900488,Female,Hyderabad,Desktop,Silver,Debit Card,Organic,38.08,9,0,12290.73,1
45,776387,Male,Delhi,Desktop,Silver,Credit Card,Google Ads,24.3,16,5,7853.25,1
28,599065,Female,Hyderabad,Tablet,Basic,Credit Card,Google Ads,15.99,4,15,21807.76,1
21,867220,Female,Mumbai,Desktop,Silver,Credit Card,Email,58.95,16,12,3981.43,1
32,211585,Female,Chennai,Mobile,Basic,UPI,Referral,59.0,19,13,5240.49,1
23,1643807,Female,Pune,Mobile,Silver,UPI,Email,55.57,1,2,17215.57,1
47,1175043,Male,Chennai,Desktop,Silver,Credit Card,Organic,47.35,6,10,8875.65,1
55,1796449,Female,Delhi,Mobile,Silver,Debit Card,Email,20.22,10,15,17854.12,1
19,469102,,Chennai,Mobile,Gold,Debit Card,Referral,49.2,16,2,4026.82,1
32,1516737,Male,Mumbai,Mobile,Basic,Net Banking,Social Media,25.12,4,2,6381.5,1
28,1615397,Female,Pune,Mobile,Platinum,Credit Card,Social Media,20.28,13,9,4000.52,1
25,1142854,Male,Delhi,Mobile,Silver,Debit Card,Organic,44.95,16,10,23827.47,1
43,459922,Male,Pune,Mobile,Silver,Credit Card,Social Media,5.7,20,14,10194.56,0
22,880601,Female,Hyderabad,Desktop,Gold,Debit Card,Email,3.87,6,10,8496.78,1
23,1270805,Female,Chennai,Mobile,Gold,Net Banking,Organic,27.43,11,14,453.63,1
43,1315228,Female,Pune,Mobile,Silver,Net Banking,Referral,27.29,3,9,3920.1,1
21,1094699,Male,Bengaluru,Mobile,Silver,Credit Card,Organic,53.84,20,10,10586.28,1
36,429474,Female,Chennai,Mobile,Basic,Debit Card,Organic,8.44,10,7,1805.72,0
37,1092935,Male,Hyderabad,Mobile,Basic,UPI,Google Ads,8.27,1,12,12817.41,1
50,440116,Female,Pune,Mobile,Silver,Net Banking,Google Ads,9.7,20,15,11429.88,1
37,1051310,Female,Delhi,Mobile,Basic,Credit Card,Organic,2.75,11,4,19202.49,1
29,1124994,Female,Hyderabad,Mobile,Silver,Credit Card,Social Media,5.23,12,3,16529.09,1
18,700985,Female,Bengaluru,Mobile,Basic,Debit Card,Google Ads,39.93,14,12,11204.09,1
43,199975,Male,Pune,Mobile,Gold,Credit Card,Referral,26.46,8,8,5694.05,1
31,337795,Female,Mumbai,Mobile,Gold,Net Banking,Email,46.05,11,8,18198.9,1
55,1645071,Female,Chennai,Mobile,Platinum,Credit Card,Google Ads,59.56,4,0,17725.77,1
54,1437949,Male,Delhi,Mobile,Silver,Credit Card,Organic,39.88,7,1,3917.07,1
28,1109065,Female,Mumbai,Desktop,Gold,UPI,Social Media,3.98,10,7,22877.32,0
53,1204939,Male,Pune,Mobile,Gold,UPI,Email,7.17,19,4,1703.69,1
30,1425709,Female,Pune,Mobile,Silver,Net Banking,Google Ads,52.98,4,15,1470.44,1
60,1054829,Female,Hyderabad,Mobile,Basic,Debit Card,Social Media,32.12,2,6,4765.03,1
20,1523862,Female,Pune,Desktop,Platinum,UPI,Social Media,49.67,18,0,22745.57,1
50,1404613,Male,Delhi,Desktop,Silver,Debit Card,Social Media,51.54,14,11,13047.95,1
23,568076,Female,Mumbai,Desktop,Silver,Net Banking,Organic,55.73,16,9,19719.73,1
27,840008,Female,Delhi,Desktop,Basic,UPI,Referral,57.04,11,11,5773.3,1
22,870493,Female,Bengaluru,Mobile,Basic,Debit Card,Social Media,33.73,10,4,12306.53,1
40,1148181,Male,Bengaluru,Desktop,Gold,UPI,Email,21.12,17,10,9021.41,1
27,800347,Male,Chennai,Mobile,Silver,Net Banking,Google Ads,57.75,14,11,20712.93,1
19,1192092,Female,Chennai,Mobile,Basic,Net Banking,Email,33.3,4,2,662.85,1
30,802605,Male,Bengaluru,Mobile,Basic,UPI,Organic,4.79,19,9,6171.68,1
57,905495,Female,Pune,Mobile,Silver,Debit Card,Organic,38.92,2,11,3899.1,1
19,1525766,Female,Delhi,Tablet,Silver,Credit Card,Email,35.67,7,11,21493.81,1
37,1668856,Female,Bengaluru,Mobile,Basic,Credit Card,Referral,53.85,9,13,11741.84,1
18,281459,Female,Chennai,Desktop,Gold,UPI,Organic,39.54,19,1,10165.08,1
54,941985,Female,Bengaluru,Mobile,Basic,Debit Card,Organic,21.59,16,1,11292.12,0
26,380422,Male,Pune,Mobile,Silver,Credit Card,Email,58.01,16,8,24300.92,1
34,1330096,Male,Bengaluru,,Gold,Net Banking,Organic,48.3,18,12,21271.66,1
26,765560,Male,Delhi,Mobile,Basic,Debit Card,Referral,38.19,11,3,17688.58,1
28,927512,Male,Mumbai,Desktop,Gold,Credit Card,Referral,18.28,7,15,7332.93,1
32,696123,Female,Pune,Mobile,Gold,Debit Card,Referral,23.04,9,3,4212.81,0
41,1558369,Female,Chennai,Mobile,Gold,UPI,Google Ads,40.53,4,6,23043.7,1
55,506818,Female,Delhi,Desktop,Basic,Debit Card,Referral,5.25,13,9,10634.58,1
52,1216548,Female,Bengaluru,Mobile,Basic,Credit Card,Referral,16.14,4,15,7041.02,1
47,324832,Other,Bengaluru,Tablet,Basic,UPI,Google Ads,43.12,19,9,11825.93,1
48,332999,Female,Mumbai,Mobile,Silver,Debit Card,Social Media,29.32,2,12,22954.4,1
22,528619,Female,Chennai,Mobile,Gold,Net Banking,Organic,24.74,9,1,9737.98,1
31,241367,Female,Chennai,Mobile,Gold,Credit Card,Referral,9.94,12,2,14109.76,0
28,933315,Male,Hyderabad,Mobile,Gold,UPI,Organic,27.07,2,2,20093.86,1
26,585804,Male,Chennai,Mobile,Platinum,Debit Card,Email,46.47,6,5,10735.6,1
51,1088182,Male,Mumbai,Desktop,Gold,Net Banking,Organic,16.58,5,2,5915.19,1
29,937038,Female,Hyderabad,Desktop,Basic,Credit Card,Google Ads,1.32,5,10,24863.69,1
52,1464382,Female,Hyderabad,Desktop,Basic,Net Banking,Organic,40.44,20,4,23918.61,1
52,1084586,Male,Bengaluru,Mobile,Gold,Debit Card,Organic,58.38,5,3,21102.63,1
18,1273314,Male,Bengaluru,Mobile,Basic,Debit Card,Organic,36.8,4,2,17240.51,1
57,737685,Female,Chennai,Mobile,Basic,UPI,Social Media,8.08,9,7,7442.15,1
39,1572909,Male,Hyderabad,Mobile,Silver,Net Banking,Social Media,19.92,10,13,22843.98,1
46,1567087,Male,Bengaluru,Desktop,Gold,UPI,Email,52.19,16,9,6961.36,1
25,1222377,Female,Mumbai,Mobile,Basic,Credit Card,Google Ads,14.72,10,2,20040.16,1
28,382332,Male,Bengaluru,Mobile,Gold,UPI,Organic,36.85,10,5,22964.63,1
58,562729,Male,Pune,Mobile,Gold,Credit Card,Organic,24.76,19,12,15114.8,1
54,1340029,Female,Pune,Tablet,Silver,Debit Card,Organic,13.26,10,14,20096.1,1
31,1248392,Female,Bengaluru,Mobile,Basic,Debit Card,Organic,48.99,6,6,19813.21,1
47,1139744,Female,Hyderabad,Mobile,Basic,Net Banking,Social Media,44.83,17,6,4909.63,1
52,1103780,Male,Hyderabad,Mobile,Gold,Credit Card,Email,40.03,5,1,16731.32,1
38,949299,Male,Delhi,Mobile,Gold,Debit Card,Referral,14.94,6,13,2427.35,1
54,1645291,Male,Pune,Mobile,Gold,Net Banking,Google Ads,6.77,15,2,12745.47,1
22,1186080,Female,Mumbai,Mobile,Silver,Net Banking,Organic,34.99,19,11,4139.67,1
36,551000,Female,Hyderabad,Desktop,Basic,UPI,Email,33.67,18,9,10467.1,1
31,393567,Male,Chennai,Mobile,Basic,Net Banking,Referral,12.11,4,9,20841.25,0
43,1743509,Female,Pune,Desktop,Gold,Debit Card,Email,4.32,8,14,24680.48,1
21,775923,Male,Mumbai,Tablet,Basic,UPI,Social Media,5.76,16,3,8017.2,1
42,396184,Male,Mumbai,Desktop,Basic,Credit Card,Referral,59.57,19,6,13345.7,1
59,478090,Male,Hyderabad,Mobile,Silver,Credit Card,Email,47.23,20,1,12831.32,1
42,497348,Male,Mumbai,Mobile,Basic,Debit Card,Social Media,55.4,3,2,23864.6,1
35,1411534,Female,Hyderabad,Desktop,Basic,Debit Card,Email,12.51,10,6,12016.73,0
57,1169156,Female,Bengaluru,,Silver,UPI,Email,57.67,2,6,17507.74,1
25,1506283,Male,Pune,Mobile,Basic,UPI,Referral,9.42,4,15,23052.55,1
56,272324,Female,Delhi,Desktop,Basic,Debit Card,Social Media,31.04,6,14,9397.13,1
57,403536,Male,Bengaluru,Mobile,Gold,Debit Card,Organic,49.95,11,9,22562.84,1
31,1500567,Female,Pune,Mobile,Gold,Credit Card,Google Ads,21.64,14,2,22944.66,1
49,206155,Female,Hyderabad,Mobile,Basic,Credit Card,Referral,26.06,16,11,23273.5,1
55,521815,Male,Pune,Mobile,Gold,Credit Card,Social Media,8.56,19,0,6834.11,1
50,640494,Female,Hyderabad,Mobile,Silver,Debit Card,Email,8.25,2,11,10068.85,1
40,329381,Male,Bengaluru,Desktop,Silver,Net Banking,Social Media,37.55,17,2,21772.86,1
32,1360267,Male,Chennai,Mobile,Gold,Debit Card,Google Ads,40.86,9,4,9043.13,1
50,1704986,Male,Chennai,Mobile,Gold,Debit Card,Google Ads,46.86,17,6,15046.3,1
42,623324,Female,Pune,Mobile,Gold,Credit Card,Organic,33.84,15,3,3039.56,1
34,214707,Female,Chennai,Mobile,Basic,Debit Card,Organic,39.1,7,12,1501.25,1
50,1117841,Male,Hyderabad,Mobile,Basic,UPI,Google Ads,1.8,19,12,10358.65,1
19,1747053,Female,Mumbai,Desktop,Gold,Debit Card,Referral,10.57,3,10,14515.02,1
31,926788,Female,Hyderabad,Desktop,Silver,Debit Card,Referral,59.11,1,10,9878.21,1
57,533299,Female,Mumbai,Desktop,Basic,Debit Card,Email,5.48,4,15,14485.62,1
57,1387068,Female,Bengaluru,Desktop,Gold,Debit Card,Organic,41.05,18,14,12925.6,1
56,1702688,Female,Delhi,Mobile,Gold,Net Banking,Email,11.39,8,0,17174.11,1
23,350102,Male,Mumbai,Mobile,Gold,Debit Card,Organic,43.29,19,5,16273.36,1
23,574274,Male,Chennai,Mobile,Basic,UPI,Google Ads,42.65,6,1,10663.72,1
20,397285,Other,Hyderabad,Mobile,Gold,UPI,Referral,14.82,1,11,10682.38,1
24,1566980,Male,Bengaluru,Tablet,Basic,Debit Card,Referral,16.91,8,2,3605.38,1
25,1388052,Other,Chennai,Mobile,Basic,Credit Card,Google Ads,39.63,1,3,12879.64,1
59,938842,Female,Bengaluru,Mobile,Silver,Net Banking,Email,24.02,19,5,14720.76,1
32,1202788,Male,Delhi,Desktop,Basic,Debit Card,Email,12.48,11,5,11964.59,1
46,1389504,Male,Hyderabad,Tablet,Basic,Debit Card,Social Media,44.17,15,6,8210.11,0
50,1030610,Male,Pune,Desktop,Gold,Debit Card,Organic,10.09,11,4,18069.05,1
47,476141,Female,Hyderabad,Mobile,Basic,Credit Card,Email,51.48,19,6,1959.07,1
56,1123115,Male,Delhi,Mobile,Basic,Credit Card,Google Ads,31.37,10,1,22869.57,1
44,1477076,Male,Hyderabad,Mobile,Basic,Credit Card,Email,7.24,12,0,614.02,1
53,1360887,Male,Pune,Mobile,Silver,Net Banking,Referral,41.95,1,11,24062.52,1
46,425546,Male,Mumbai,Mobile,Silver,UPI,Organic,31.63,7,9,11612.65,1
55,1425309,Female,Bengaluru,Mobile,Gold,Net Banking,Social Media,18.59,17,7,10375.48,1
50,831233,Male,Pune,Tablet,Gold,Credit Card,Organic,25.93,10,0,6485.46,1
54,1798136,Female,Chennai,Mobile,Silver,UPI,Referral,18.6,6,11,350.77,1
44,1221592,Male,Delhi,Desktop,Gold,UPI,Referral,16.52,17,1,6942.28,1
50,326470,Male,Mumbai,Desktop,Basic,Credit Card,Referral,10.65,18,10,2824.06,1
21,824318,Male,Chennai,Mobile,Basic,Credit Card,Referral,22.4,5,11,16529.54,1
39,1547223,Male,Chennai,Desktop,Gold,Net Banking,Google Ads,15.81,18,9,8044.97,1
19,1235146,Other,Delhi,,Silver,Credit Card,Social Media,41.32,17,5,19202.77,1
27,510929,Female,Mumbai,Mobile,Platinum,UPI,Referral,41.35,16,0,5252.21,1
